7,694302594217736e-07
2,1890580949476365e-06
7,7608653525468e-08
3,4691538300226316e-06
5,812488979917919e-06
0,00030885800691129913
0,0
4,409415693306717e-07
6,601420286047049e-07
2,6210297555161036e-06
0,000178029979815839
3,019118646164799e-06
8,355026126157934e-07
9,568154041716128e-07
9,71756428851251e-06
4,060825875039808e-09
5,426789453024733e-08
5,256853156974462e-08
3,128384508214258e-06
1,2333063895793447e-05
4,4872049223139886e-07
5,454678095188737e-05
1,5416294322104503e-08
3,0930464329880984e-06
6,017321381491673e-06
5,015095037751144e-06
1,574015584918859e-06
8,484076544638466e-07
4,570072442064209e-07
8,586114240271274e-06
1,2881583269117533e-06
6,439793051010134e-07
2,9924547871166024e-07
1,341402387787444e-05
7,1029602708163e-06
3,4351578837071624e-06
3,6081284451462076e-06
5,0016946552568335e-08
3,463736066802823e-05
4,7957857777157576e-08
7,0573227542569935e-06
0,00012716172431335038
9,413113272649904e-07
2,7406729007082756e-06
1,374812512719444e-06
5,0016946552568335e-08
2,2695468020711823e-07
4,232185966613031e-06
5,187210719281207e-07
1,0847041119817813e-07
6,729248251915929e-06
7,7608653525468e-08
6,281055523052825e-06
4,823207060824201e-06
2,236051728232467e-06
1,1480366010150513e-06
1,0685800934147945e-06
1,0198993189300794e-05
7,037925210691839e-07
1,9848886836347482e-08
2,599466989766603e-05
1,042984723059405e-08
4,34911287864093e-06
3,296293752440898e-05
2,6101173891709966e-06
3,1637288998856617e-06
8,0973345198209e-07
5,360474522588165e-06
1,7020426034056246e-06
8,702771403483759e-07
8,160849954896014e-08
6,638061001238077e-07
2,0813364257350757e-06
5,792978872388234e-07
1,2226716705562604e-06
1,5121484081733323e-06
0,00011202944771245039
7,773228429589525e-07
6,439793051010134e-07
3,101661323150379e-06
1,8696715502946482e-07
7,822809346149482e-08
1,6733009216777e-06
1,6001531038956981e-06
0,0
3,113262838574859e-07
2,6467670966186346e-06
1,670035958051362e-06
7,7608653525468e-08
3,606954138165518e-08
0,00011373094619353448
9,926759327060826e-07
1,3802968658397905e-06
3,287997962176198e-06
0,00019039973138212005
